,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Model,Submodel,Mileage_Value,Engine_CC,Power_bhp
4815,Pune,2012,75000,Diesel,Manual,Third,5.0,3.5,Volkswagen,Vento,Diesel Comfortline,20.54,1598.0,103.6
4816,Delhi,2006,48000,Petrol,Automatic,Second,5.0,6.99,BMW,5,Series 2003-2012 540i Sedan,11.62,2979.0,306.0
4817,Coimbatore,2019,41871,Diesel,Manual,First,5.0,15.57,Hyundai,Elantra,CRDi SX,22.7,1582.0,126.2
4818,Coimbatore,2015,84931,Diesel,Manual,First,7.0,5.29,Tata,Sumo,EX,15.3,2956.0,83.8
4819,Kolkata,2016,15000,Petrol,Manual,First,5.0,2.25,Datsun,redi-GO,T,22.7,799.0,53.64
4820,Chennai,2009,110000,Diesel,Automatic,First,5.0,20.0,BMW,X5,xDrive 30d,11.7,2993.0,245.0
4821,Mumbai,2011,5900,Petrol,Automatic,First,4.0,47.5,BMW,6,Series 630i Coupe,7.94,4395.0,450.0
4822,Chennai,2002,103653,Petrol,Manual,Second,5.0,1.22,Maruti,Alto,Vxi 1.1,18.9,1061.0,47.0
4823,Chennai,2012,64806,Petrol,Manual,First,5.0,3.65,Volkswagen,Polo,Petrol Comfortline 1.2L,16.47,1198.0,73.9
4824,Pune,2016,35000,Petrol,Manual,First,7.0,3.1,Datsun,GO,Plus A,20.62,1198.0,67.0
4825,Bangalore,2016,40000,Petrol,Manual,First,5.0,11.5,Hyundai,Creta,1.6 VTVT S,15.29,1591.0,121.3
4826,Kochi,2015,23876,Petrol,Manual,First,5.0,3.46,Maruti,Alto,K10 VXI,24.07,998.0,67.1
4827,Coimbatore,2013,67901,Diesel,Manual,First,7.0,8.38,Hyundai,Santa,Fe 4X4,14.66,2199.0,194.3
4828,Pune,2014,68865,Diesel,Manual,First,5.0,4.8,Volkswagen,Polo,GT TDI,15.11,1598.0,103.6
4829,Pune,2014,71000,Diesel,Manual,Second,5.0,4.5,Honda,Amaze,S i-Dtech,25.8,1498.0,98.6
4830,Chennai,2004,95000,Petrol,Manual,First,5.0,0.8,Maruti,Esteem,Vxi,15.9,1298.0,-1.0
4831,Kolkata,2014,25000,Diesel,Manual,First,5.0,3.95,Maruti,Swift,VDI,22.9,1248.0,74.0
4832,Hyderabad,2012,180000,Diesel,Manual,First,5.0,3.65,Skoda,Rapid,1.6 TDI Ambition,20.5,1598.0,103.5
4833,Mumbai,2005,131000,Diesel,Automatic,First,5.0,10.0,Mercedes-Benz,E-Class,280 CDI,11.0,2987.0,198.5
4834,Delhi,2011,65000,Diesel,Manual,Second,8.0,4.0,Mahindra,Scorpio,SLE BSIV,12.05,2179.0,120.0
4835,Hyderabad,2012,117777,Diesel,Manual,First,5.0,4.75,Nissan,Sunny,2011-2014 Diesel XL,21.64,1461.0,84.8
4836,Bangalore,2009,65000,Petrol,Manual,Second,5.0,3.1,Maruti,Swift,Dzire VXi,17.5,1298.0,85.8
4837,Kochi,2017,46897,Petrol,Manual,First,5.0,3.61,Hyundai,EON,Sportz,21.1,814.0,55.2
4838,Coimbatore,2015,36695,Petrol,Manual,First,5.0,4.29,Honda,Brio,S MT,19.4,1198.0,86.8
4839,Kolkata,2011,43000,Petrol,Manual,First,5.0,2.13,Nissan,Micra,XV Primo,18.06,1198.0,75.0
4840,Mumbai,2008,54000,Petrol,Manual,First,5.0,1.1,Maruti,Alto,LXi BSII,19.7,796.0,46.3
4841,Hyderabad,2011,89000,Diesel,Automatic,First,5.0,13.95,BMW,3,Series 320d,22.69,1995.0,190.0
4842,Mumbai,2014,7000,Petrol,Manual,First,5.0,5.35,Volkswagen,Polo,1.2 MPI Highline,16.47,1198.0,74.0
4843,Hyderabad,2014,58470,Petrol,Manual,First,5.0,3.9,Maruti,Celerio,LXI,23.1,998.0,67.04
4844,Kolkata,2014,37000,Petrol,Manual,First,5.0,2.8,Maruti,Wagon,R VXI 1.2,21.5,1197.0,81.8
4845,Mumbai,2016,29000,Diesel,Manual,First,5.0,8.75,Maruti,Ciaz,ZDi Plus,26.21,1248.0,88.5
4846,Hyderabad,2013,52000,Diesel,Automatic,First,5.0,19.5,Audi,A4,2.0 TDI,16.55,1968.0,147.51
4847,Kolkata,2013,32807,Petrol,Manual,First,5.0,2.75,Honda,Brio,S MT,19.4,1198.0,86.8
4848,Hyderabad,2013,86000,Diesel,Automatic,First,8.0,8.0,Mahindra,Scorpio,VLX 2WD AT BSIV,11.79,2179.0,120.0
4849,Delhi,2014,66500,Diesel,Manual,First,5.0,5.7,Honda,City,i DTEC V,26.0,1498.0,98.6
4850,Ahmedabad,2012,94000,Diesel,Automatic,First,5.0,12.5,BMW,X1,sDrive20d,17.05,1995.0,184.0
4851,Chennai,2011,29000,Petrol,Manual,Second,5.0,1.75,Chevrolet,Spark,1.0 LT,18.0,995.0,62.0
4852,Chennai,2010,107389,Diesel,Manual,Second,5.0,1.9,Ford,Figo,Diesel EXI,20.0,1399.0,68.0
4853,Ahmedabad,2015,36100,Petrol,Manual,First,5.0,4.5,Maruti,Swift,VXI BSIV,20.4,1197.0,81.8
4854,Mumbai,2015,16329,Diesel,Automatic,First,5.0,30.3,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde,19.27,2143.0,170.0
4855,Hyderabad,2014,36000,Diesel,Automatic,First,5.0,16.0,Skoda,Octavia,Elegance 2.0 TDI AT,19.3,1968.0,141.0
4856,Kochi,2017,41816,Diesel,Automatic,First,5.0,32.78,BMW,X3,xDrive20d xLine,18.56,1995.0,190.0
4857,Jaipur,2015,54680,Petrol,Manual,First,5.0,2.5,Hyundai,EON,Era Plus,21.1,814.0,55.2
4858,Hyderabad,2017,14000,Diesel,Automatic,First,5.0,43.0,Audi,A4,35 TDI Technology,18.25,1968.0,187.74
4859,Kochi,2017,23977,Petrol,Manual,First,5.0,5.38,Ford,Figo,2015-2019 1.2P Titanium MT,18.16,1196.0,86.8
4860,Hyderabad,2013,30131,Petrol,Manual,First,5.0,2.65,Maruti,Alto,K10 2010-2014 VXI,20.92,998.0,67.1
4861,Hyderabad,2017,2530,Petrol,Manual,First,5.0,3.3,Maruti,Alto,800 2016-2019 VXI,24.7,796.0,47.3
4862,Hyderabad,2015,39000,Diesel,Automatic,First,5.0,34.0,Mercedes-Benz,New,C-Class C 220 CDI Style,19.27,2143.0,167.62
4863,Chennai,2001,140000,Petrol,Manual,Third,5.0,0.7,Hyundai,Santro,D Lite,20.3,1086.0,68.0
4864,Kochi,2017,32257,Diesel,Manual,First,5.0,6.83,Hyundai,Xcent,1.1 CRDi S,24.4,1120.0,71.0
4865,Kochi,2016,46983,Diesel,Manual,First,5.0,5.77,Honda,Amaze,S i-Dtech,25.8,1498.0,98.6
4866,Chennai,2008,107000,Diesel,Manual,Second,5.0,3.1,Maruti,Swift,Vdi BSIII,17.8,1248.0,75.0
4867,Mumbai,2017,19000,Petrol,Manual,First,5.0,4.95,Volkswagen,Polo,1.2 MPI Comfortline,16.2,1199.0,74.0
4868,Bangalore,2013,88000,Diesel,Automatic,First,5.0,16.25,Audi,A4,2.0 TDI 177 Bhp Premium Plus,17.11,1968.0,174.33
4869,Coimbatore,2012,84384,Diesel,Automatic,First,7.0,52.54,Land,Rover,Range Rover 3.6 TDV8 Vogue SE,10.2,4367.0,308.0
4870,Chennai,2011,128000,Diesel,Manual,Third,7.0,6.4,Mahindra,XUV500,W8 2WD,16.0,2179.0,140.0
4871,Bangalore,2011,71000,Diesel,Manual,Third,7.0,6.95,Ford,Endeavour,2.5L 4X2,13.1,2499.0,141.0
4872,Kolkata,2008,50000,Diesel,Manual,First,5.0,0.85,Tata,Indica,V2 DLX,17.2,1396.0,53.5
4873,Chennai,2016,16000,Petrol,Manual,First,5.0,6.95,Maruti,Baleno,Alpha,21.4,1197.0,83.1
4874,Kolkata,2017,82000,Diesel,Manual,First,5.0,3.45,Hyundai,Xcent,1.1 CRDi Base,24.4,1120.0,71.0
4875,Delhi,2008,80000,Petrol,Manual,First,5.0,2.75,Honda,Civic,2006-2010 1.8 S MT,13.5,1799.0,130.0
4876,Delhi,2015,36000,Petrol,Manual,Second,5.0,4.95,Hyundai,i20,Sportz Option 1.2,18.6,1197.0,81.83
4877,Coimbatore,2018,17477,Petrol,Manual,First,5.0,9.62,Tata,Nexon,1.2 Revotron XZ Plus,17.0,1198.0,108.5
4878,Coimbatore,2016,16725,Petrol,Manual,First,5.0,6.79,Hyundai,i20,Sportz 1.2,18.6,1197.0,81.83
4879,Mumbai,2014,48241,Petrol,Manual,First,5.0,4.5,Maruti,Swift,Dzire ZXI,19.1,1197.0,85.8
4880,Kochi,2014,52431,Petrol,Manual,First,5.0,3.01,Maruti,Wagon,R LXI,22.5,998.0,67.04
4881,Bangalore,2012,68000,Diesel,Manual,First,5.0,4.4,Hyundai,i20,Sportz 1.4 CRDi,21.9,1396.0,88.76
4882,Hyderabad,2012,158000,Diesel,Automatic,First,7.0,17.49,Toyota,Fortuner,4x2 AT,12.55,2982.0,168.5
4883,Coimbatore,2014,31446,Petrol,Manual,First,5.0,4.66,Hyundai,i10,Sportz,20.36,1197.0,78.9
4884,Chennai,2015,25000,Petrol,Manual,First,5.0,5.5,Hyundai,Grand,i10 Asta,18.9,1197.0,82.0
4885,Ahmedabad,2016,57000,Petrol,Manual,First,5.0,6.0,Hyundai,i20,Asta 1.2,18.6,1197.0,81.83
4886,Hyderabad,2007,76000,Petrol,Automatic,First,5.0,2.4,Hyundai,Santro,Xing XL AT eRLX Euro II,17.0,1086.0,-1.0
4887,Kochi,2018,57078,Diesel,Manual,First,5.0,10.19,Maruti,Vitara,Brezza ZDi Plus,24.3,1248.0,88.5
4888,Kochi,2016,47471,Diesel,Manual,First,5.0,5.25,Honda,Amaze,S i-Dtech,25.8,1498.0,98.6
4889,Hyderabad,2014,50000,Diesel,Automatic,First,5.0,45.0,Mercedes-Benz,M-Class,ML 250 CDI,15.26,2143.0,203.2
4890,Ahmedabad,2010,62000,Diesel,Manual,First,5.0,2.7,Hyundai,i20,Sportz Diesel,23.0,1396.0,90.0
4891,Coimbatore,2013,65807,Petrol,Manual,First,5.0,3.39,Hyundai,i10,Era,19.81,1086.0,68.05
4892,Hyderabad,2014,81768,Diesel,Manual,First,5.0,5.69,Maruti,Swift,Dzire VDI,26.59,1248.0,74.0
4893,Kochi,2018,9952,Petrol,Automatic,First,2.0,58.54,BMW,Z4,2009-2013 Roadster 2.5i,10.37,2979.0,306.0
4894,Hyderabad,2017,24000,Diesel,Manual,First,5.0,8.4,Maruti,Baleno,Alpha Diesel,27.39,1248.0,74.0
4895,Hyderabad,2012,72921,Diesel,Manual,First,5.0,2.5,Chevrolet,Beat,Diesel,25.44,936.0,57.6
4896,Pune,2012,59000,Petrol,Manual,First,5.0,3.25,Honda,Brio,V MT,19.4,1198.0,86.8
4897,Mumbai,2014,33000,Diesel,Manual,Second,5.0,3.25,Ford,Figo,Diesel Titanium,20.0,1399.0,68.05
4898,Pune,2016,36789,Petrol,Automatic,First,5.0,4.25,Maruti,Celerio,VXI AT,23.1,998.0,67.04
4899,Jaipur,2014,41000,Diesel,Automatic,First,5.0,18.5,Mercedes-Benz,New,C-Class C 220 CDI Elegance AT,14.84,2143.0,170.0
4900,Hyderabad,2007,71000,Petrol,Automatic,First,5.0,2.4,Hyundai,Santro,Xing XL AT eRLX Euro III,17.0,1086.0,-1.0
4901,Jaipur,2015,46650,Petrol,Manual,First,5.0,4.25,Honda,Brio,S MT,19.4,1198.0,86.8
4902,Mumbai,2018,3000,Petrol,Automatic,First,5.0,8.85,Maruti,Baleno,Alpha CVT,21.4,1197.0,83.1
4903,Coimbatore,2014,14799,Petrol,Manual,First,5.0,4.14,Hyundai,EON,Sportz,21.1,814.0,55.2
4904,Mumbai,2011,44000,Electric,Automatic,First,5.0,12.75,Toyota,Prius,2009-2016 Z4,-1.0,1798.0,73.0
4905,Hyderabad,2015,68525,Diesel,Manual,First,5.0,7.0,Hyundai,i20,1.4 CRDi Sportz,23.0,1396.0,90.0
4906,Hyderabad,2018,15000,Diesel,Automatic,First,7.0,33.0,Ford,Endeavour,3.2 Titanium AT 4X4,10.91,3198.0,197.0
4907,Ahmedabad,2017,29000,Petrol,Manual,First,5.0,10.0,Honda,City,i-VTEC VX,17.4,1497.0,117.3
4908,Kochi,2012,77407,Diesel,Manual,Second,5.0,3.53,Maruti,SX4,ZDI,21.5,1248.0,88.8
4909,Jaipur,2007,118000,Petrol,Manual,First,5.0,1.35,Chevrolet,Optra,Magnum 1.6 LS Petrol,12.9,1598.0,102.5
4910,Delhi,2013,75000,Diesel,Manual,First,5.0,4.5,Volkswagen,Vento,Diesel Highline,20.54,1598.0,103.6
4911,Pune,2012,69000,Petrol,Manual,First,5.0,4.9,Honda,City,V MT,16.8,1497.0,116.3
4912,Kochi,2016,52553,Diesel,Manual,First,5.0,12.26,Hyundai,Creta,1.6 CRDi SX Option,19.67,1582.0,126.2
4913,Mumbai,2014,58000,Diesel,Manual,Second,5.0,3.99,Hyundai,Xcent,1.1 CRDi SX,24.4,1120.0,71.0
4914,Mumbai,2017,24000,Diesel,Automatic,First,5.0,46.95,Mercedes-Benz,GLC,220d 4MATIC Style,17.9,2143.0,170.0
4915,Hyderabad,2015,65542,Diesel,Manual,First,5.0,3.8,Ford,Figo,Diesel EXI,20.0,1399.0,68.0
4916,Ahmedabad,2013,68008,Diesel,Manual,Second,5.0,6.75,Volkswagen,Jetta,2007-2011 2.0 TDI Trendline,15.0,1896.0,105.0
4917,Coimbatore,2017,22251,Diesel,Manual,First,7.0,8.75,Mahindra,TUV,300 2015-2019 T8,18.49,1493.0,100.0
4918,Chennai,2013,55000,Petrol,Manual,Second,5.0,5.2,Ford,Ecosport,1.5 Ti VCT MT Titanium,15.8,1499.0,110.0
4919,Kochi,2017,19387,Petrol,Manual,First,5.0,8.42,Hyundai,Verna,1.6 SX VTVT (O),17.1,1591.0,121.3
4920,Pune,2014,58000,CNG,Manual,First,5.0,3.0,Maruti,Wagon,R LXI CNG,26.6,998.0,58.16
4921,Mumbai,2016,24001,Petrol,Manual,First,5.0,5.75,Hyundai,i20,Sportz 1.2,18.6,1197.0,81.83
4922,Kolkata,2008,17000,Diesel,Automatic,First,5.0,9.75,Audi,A4,New 2.0 TDI Multitronic,15.2,1968.0,140.8
4923,Delhi,2015,28500,Petrol,Manual,First,5.0,3.5,Nissan,Micra,Active XV S,19.49,1198.0,67.04
4924,Jaipur,2014,66000,Diesel,Automatic,First,5.0,30.0,Mercedes-Benz,M-Class,ML 250 CDI,15.26,2143.0,203.2
4925,Delhi,2017,22000,Diesel,Automatic,First,5.0,35.0,Land,Rover,Discovery Sport TD4 S,12.83,2179.0,147.5
4926,Coimbatore,2018,44383,Petrol,Manual,First,5.0,13.25,Hyundai,Creta,1.6 SX Option Executive,15.8,1591.0,121.3
4927,Mumbai,2013,45000,Diesel,Manual,First,5.0,3.65,Skoda,Rapid,1.6 TDI Active,20.5,1598.0,103.5
4928,Jaipur,2015,58000,Diesel,Manual,First,5.0,5.25,Maruti,Swift,Dzire VDI,23.4,1248.0,74.0
4929,Delhi,2016,69000,Petrol,Manual,First,5.0,9.7,Hyundai,Creta,1.6 SX,15.8,1591.0,121.3
4930,Coimbatore,2017,60993,Diesel,Manual,First,5.0,5.21,Hyundai,Grand,i10 CRDi Sportz,24.0,1120.0,70.0
4931,Pune,2016,67000,Diesel,Manual,First,7.0,6.3,Mahindra,TUV,300 T8,18.49,1493.0,100.0
4932,Kochi,2014,51134,Diesel,Manual,First,5.0,4.72,Hyundai,Grand,i10 CRDi Sportz,24.0,1120.0,70.0
4933,Chennai,2011,55000,Diesel,Automatic,Second,5.0,28.0,BMW,X5,xDrive 30d,11.7,2993.0,245.0
4934,Coimbatore,2018,25082,Diesel,Automatic,First,5.0,8.37,Maruti,Dzire,AMT VDI,28.4,1248.0,73.75
4935,Delhi,2012,68350,Diesel,Manual,First,7.0,14.0,Toyota,Fortuner,4x4 MT,12.55,2982.0,168.5
4936,Hyderabad,2015,50000,Diesel,Automatic,First,5.0,36.0,Audi,A6,2011-2015 35 TDI Technology,17.68,1968.0,174.33
4937,Pune,2015,97000,Diesel,Manual,First,5.0,6.4,Honda,Jazz,1.5 V i DTEC,27.3,1498.0,98.6
4938,Coimbatore,2015,56238,Diesel,Automatic,First,7.0,51.69,Audi,Q7,4.2 TDI Quattro Technology,11.33,4134.0,335.2
4939,Jaipur,2014,72618,Diesel,Manual,First,7.0,8.0,Mahindra,Scorpio,2009-2014 VLX 2WD 7S BSIV,12.05,2179.0,120.0
4940,Hyderabad,2012,62005,Diesel,Manual,First,5.0,9.8,Chevrolet,Cruze,LTZ,18.3,1991.0,147.9
4941,Hyderabad,2012,61250,Diesel,Manual,First,5.0,2.7,Chevrolet,Beat,Diesel LT,25.44,936.0,57.6
4942,Coimbatore,2014,28469,Diesel,Automatic,First,5.0,24.37,Audi,A4,35 TDI Premium Plus,18.25,1968.0,187.74
4943,Kochi,2018,21488,Petrol,Automatic,First,5.0,9.72,Skoda,Rapid,1.6 MPI AT Style,14.3,1598.0,103.52
4944,Pune,2014,197000,Diesel,Manual,First,5.0,5.0,Maruti,Swift,Dzire VDI,23.4,1248.0,74.0
4945,Pune,2009,138205,Diesel,Manual,Second,7.0,10.5,Toyota,Fortuner,3.0 Diesel,11.5,2982.0,171.0
4946,Jaipur,2012,160000,Diesel,Manual,Second,5.0,3.9,Maruti,Swift,VDI,22.9,1248.0,74.0
4947,Coimbatore,2012,67590,Petrol,Manual,First,5.0,5.65,Honda,City,1.5 V MT Exclusive,17.0,1497.0,118.0
4948,Mumbai,2012,52000,Diesel,Automatic,First,5.0,29.95,Mercedes-Benz,M-Class,ML 250 CDI,15.26,2143.0,203.2
4949,Bangalore,2008,100000,Diesel,Manual,Second,5.0,3.0,Maruti,Swift,Ldi BSIII,17.8,1248.0,75.0
4950,Kolkata,2017,60048,Diesel,Manual,First,5.0,6.0,Ford,Aspire,Titanium Diesel,26.1,1498.0,99.0
4951,Mumbai,2009,48000,Petrol,Manual,First,5.0,2.11,Hyundai,i10,Sportz,20.36,1197.0,78.9
4952,Kolkata,2010,47000,Petrol,Manual,First,-1.0,1.49,Fiat,Punto,1.4 Emotion,14.6,-1.0,-1.0
4953,Jaipur,2011,100000,Petrol,Manual,First,5.0,1.5,Maruti,Alto,LXi,19.7,796.0,46.3
4954,Coimbatore,2013,62601,Diesel,Manual,First,5.0,4.67,Toyota,Etios,Liva GD,23.59,1364.0,-1.0
4955,Bangalore,2006,80010,Petrol,Manual,Second,5.0,2.85,Maruti,Swift,VXI BSIV,20.4,1197.0,81.8
4956,Coimbatore,2017,26493,Diesel,Automatic,First,5.0,33.64,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde,19.27,2143.0,170.0
4957,Hyderabad,2011,96000,Diesel,Manual,Second,5.0,0.91,Tata,Indica,V2 DLE BSIII,17.88,1396.0,52.8
4958,Jaipur,2014,45700,Petrol,Manual,Second,5.0,2.42,Maruti,Alto,800 VXI,22.74,796.0,47.3
4959,Kolkata,2005,13000,Petrol,Automatic,First,5.0,3.25,Skoda,Superb,2.8 V6 AT,9.3,2771.0,193.1
4960,Kolkata,2013,38000,Petrol,Manual,First,5.0,2.8,Volkswagen,Polo,Petrol Comfortline 1.2L,16.47,1198.0,73.9
4961,Coimbatore,2019,8018,Petrol,Automatic,First,5.0,8.3,Maruti,Dzire,AMT ZXI Plus,22.0,1197.0,81.8
4962,Bangalore,2010,144400,Diesel,Manual,Third,8.0,5.25,Mahindra,Scorpio,VLX,12.05,2179.0,120.0
4963,Jaipur,2010,152000,Diesel,Manual,First,5.0,2.9,Maruti,Swift,Vdi BSIII,17.8,1248.0,75.0
4964,Pune,2013,71000,Diesel,Automatic,First,5.0,15.0,BMW,3,Series 320d Prestige,18.88,1995.0,184.0
4965,Jaipur,2012,80000,Petrol,Manual,Second,4.0,0.53,Tata,Nano,STD SE,25.4,624.0,37.5
4966,Mumbai,2014,87143,Diesel,Manual,First,8.0,12.5,Toyota,Innova,2.5 VX (Diesel) 8 Seater,12.99,2494.0,100.0
4967,Mumbai,2012,25000,Petrol,Manual,First,5.0,2.75,Honda,Brio,S Option MT,18.4,1198.0,86.8
4968,Pune,2018,2000,Petrol,Automatic,First,5.0,5.0,Tata,Tiago,AMT 1.2 Revotron XZA,23.84,1199.0,83.83
4969,Kochi,2014,45239,Diesel,Manual,First,8.0,7.09,Mahindra,Scorpio,SLE BSIV,12.05,2179.0,120.0
4970,Hyderabad,2011,101999,Diesel,Automatic,First,5.0,19.99,BMW,5,Series 2003-2012 525d,16.73,1995.0,218.0
4971,Mumbai,2014,74219,Diesel,Manual,First,5.0,10.75,Toyota,Corolla,Altis D-4D GL,21.43,1364.0,87.2
4972,Mumbai,2016,25000,Petrol,Automatic,First,5.0,9.45,Honda,City,i VTEC CVT VX,18.0,1497.0,117.3
4973,Hyderabad,2008,109606,Diesel,Manual,First,5.0,2.9,Hyundai,Verna,CRDi 1.6 SX Option,22.0,1582.0,126.2
4974,Kolkata,2015,36000,Diesel,Manual,First,5.0,4.7,Maruti,Swift,Dzire VDI Optional,26.59,1248.0,74.0
4975,Coimbatore,2016,41810,Petrol,Manual,First,5.0,7.11,Maruti,Ciaz,ZXi,20.73,1373.0,91.1
4976,Jaipur,2014,93321,Diesel,Manual,First,5.0,6.25,Ford,Ecosport,1.5 DV5 MT Titanium,22.7,1498.0,89.84
4977,Hyderabad,2011,81000,Petrol,Manual,First,5.0,2.2,Maruti,Alto,K10 2010-2014 VXI,20.92,998.0,67.1
4978,Kochi,2019,25717,Petrol,Automatic,First,5.0,8.86,Honda,Amaze,V CVT Petrol,19.0,1199.0,88.76
4979,Delhi,2015,37000,Diesel,Manual,First,7.0,9.3,Mahindra,XUV500,W6 2WD,15.1,2179.0,140.0
4980,Coimbatore,2017,56380,Diesel,Manual,First,7.0,7.57,Mahindra,TUV,300 2015-2019 T8,18.49,1493.0,100.0
4981,Chennai,2017,8000,Petrol,Manual,First,5.0,7.9,Honda,Jazz,VX,18.2,1199.0,88.7
4982,Kochi,2018,14589,Petrol,Manual,First,5.0,5.65,Maruti,Swift,VXI BSIII W/ ABS,16.1,1298.0,88.2
4983,Delhi,2013,65088,Petrol,Manual,First,5.0,3.25,Volkswagen,Polo,Petrol Highline 1.2L,16.47,1198.0,73.9
4984,Coimbatore,2019,24864,Diesel,Manual,First,5.0,16.27,Hyundai,Creta,1.6 SX Option Diesel,20.5,1582.0,126.2
4985,Coimbatore,2011,64831,Petrol,Manual,First,5.0,3.21,Chevrolet,Beat,LS,18.6,1199.0,79.4
4986,Kolkata,2013,38001,Diesel,Manual,First,5.0,3.9,Honda,Amaze,VX i-DTEC,25.8,1498.0,98.6
4987,Mumbai,2008,77000,Petrol,Automatic,Second,5.0,6.5,Mercedes-Benz,E-Class,230 E AT,10.0,2496.0,157.7
4988,Hyderabad,2016,27000,Diesel,Automatic,First,5.0,48.0,BMW,5,Series 530d M Sport,18.59,2993.0,265.0
4989,Mumbai,2016,39000,Diesel,Automatic,First,5.0,18.9,Audi,A3,35 TDI Premium Plus,20.38,1968.0,143.0
4990,Pune,2015,131000,Diesel,Manual,First,5.0,3.6,Maruti,Swift,Dzire VDI,26.59,1248.0,74.0
4991,Kolkata,2015,43000,Diesel,Manual,First,5.0,5.5,Maruti,Swift,Dzire VDI,26.59,1248.0,74.0
4992,Pune,2011,68000,Diesel,Manual,Second,7.0,7.0,Toyota,Innova,2.5 V Diesel 7-seater,12.8,2494.0,102.0
4993,Bangalore,2016,45165,Diesel,Automatic,First,5.0,41.75,BMW,X3,xDrive20d,16.09,1995.0,184.0
4994,Hyderabad,2007,120000,Diesel,Automatic,First,5.0,10.5,BMW,5,Series 2003-2012 525d,16.73,1995.0,218.0
4995,Coimbatore,2014,86091,Diesel,Manual,First,7.0,10.09,Mahindra,XUV500,W8 2WD,15.1,2179.0,140.0
4996,Delhi,2009,71499,Petrol,Manual,First,5.0,3.0,Honda,City,1.5 S MT,17.0,1497.0,118.0
4997,Chennai,2014,50000,Diesel,Manual,First,7.0,12.0,Force,One,LX 4x4,17.0,2200.0,139.01
4998,Jaipur,2015,66000,Diesel,Manual,First,5.0,4.91,Volkswagen,Polo,1.5 TDI Comfortline,20.14,1498.0,88.0
4999,Kolkata,2010,45000,Petrol,Manual,First,5.0,2.0,Honda,Jazz,S,16.0,1198.0,90.0
5000,Hyderabad,2015,69189,Diesel,Manual,First,5.0,5.3,Toyota,Etios,Liva GD SP,23.59,1364.0,67.06
5001,Mumbai,2014,40206,Diesel,Manual,First,5.0,7.22,Nissan,Terrano,XV Premium 110 PS,19.01,1461.0,108.5
5002,Kochi,2017,36723,Diesel,Automatic,First,5.0,32.57,BMW,X3,xDrive 20d xLine,18.56,1995.0,190.0
5003,Mumbai,2010,57500,Petrol,Manual,First,5.0,2.75,Hyundai,i20,1.2 Magna,18.5,1197.0,80.0
5004,Kochi,2018,43912,CNG,Manual,First,5.0,4.33,Maruti,Eeco,5 STR With AC Plus HTR CNG,15.1,1196.0,73.0
5005,Hyderabad,2011,52000,Diesel,Manual,First,5.0,3.75,Ford,Fiesta,EXi 1.4 TDCi Ltd,17.8,1399.0,68.0
5006,Kochi,2014,60952,Petrol,Automatic,First,5.0,5.91,Honda,City,1.5 V AT,16.8,1497.0,118.0
5007,Chennai,2013,87192,Diesel,Manual,First,5.0,4.35,Maruti,Swift,VDI BSIV,25.2,1248.0,74.0
5008,Delhi,2014,58000,Diesel,Manual,First,5.0,3.25,Hyundai,Grand,i10 CRDi SportZ Edition,24.0,1120.0,70.0
5009,Pune,2017,59500,Diesel,Automatic,First,7.0,68.0,Audi,Q7,45 TDI Quattro Technology,14.75,2967.0,245.0
5010,Mumbai,2016,16650,Petrol,Manual,First,5.0,5.5,Volkswagen,Ameo,1.2 MPI Highline 16 Alloy,17.0,1198.0,74.0
5011,Kochi,2018,34696,Petrol,Automatic,First,5.0,12.08,Honda,City,i VTEC CVT VX,18.0,1497.0,117.3
5012,Kochi,2018,42243,Diesel,Manual,First,5.0,7.48,Maruti,Baleno,Alpha 1.3,27.39,1248.0,74.0
5013,Jaipur,2016,57824,Diesel,Manual,First,5.0,5.5,Hyundai,Grand,i10 CRDi Sportz,24.0,1120.0,70.0
5014,Jaipur,2011,110000,Diesel,Manual,First,5.0,3.5,Maruti,Swift,Dzire VDi,19.3,1248.0,73.9
5015,Delhi,2006,63000,Petrol,Manual,First,-1.0,1.6,Maruti,Swift,1.3 VXi,16.1,-1.0,-1.0
5016,Delhi,2013,72000,Diesel,Automatic,First,5.0,15.5,Land,Rover,Freelander 2 TD4 HSE,0.0,2179.0,115.0
5017,Hyderabad,2013,63455,Diesel,Manual,First,7.0,19.0,Toyota,Fortuner,3.0 Diesel,11.5,2982.0,171.0
5018,Hyderabad,2017,17151,Diesel,Manual,First,5.0,8.4,Honda,Jazz,VX Diesel,27.3,1498.0,98.6
5019,Pune,2016,31001,Diesel,Manual,First,5.0,7.25,Maruti,Vitara,Brezza LDi Option,24.3,1248.0,88.5
5020,Kolkata,2014,42109,Diesel,Manual,First,5.0,4.25,Maruti,Swift,Dzire VDI,23.4,1248.0,74.0
5021,Delhi,2015,55000,Diesel,Automatic,Second,5.0,5.7,Skoda,Rapid,1.5 TDI AT Elegance,21.66,1498.0,103.52
5022,Hyderabad,2013,46000,Diesel,Automatic,Second,5.0,26.0,Land,Rover,Freelander 2 TD4 SE,0.0,2179.0,115.0
5023,Hyderabad,2013,30852,Petrol,Manual,First,5.0,2.49,Maruti,Alto,800 LXI,22.74,796.0,47.3
